"EVENT_TYPE","MONTH_NAME","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON"
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Thunderstorm Wind","July",32.32,-96.89,32.32,-96.89
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Thunderstorm Wind","November",26.1771,-98.2391,26.1771,-98.2391
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Hail","July",32.94,-94.71,32.94,-94.71
"Thunderstorm Wind","July",31.96,-94.06,31.96,-94.06
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Excessive Heat","July",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Thunderstorm Wind","September",33.4198,-102.0598,33.4198,-102.0598
"Thunderstorm Wind","September",33.6698,-101.3677,33.6698,-101.3677
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",33.59,-98.63,33.59,-98.63
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Flash Flood","September",27.83,-97.38,27.8117,-97.4673
"Flash Flood","September",27.72,-97.35,27.7385,-97.3675
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Hail","September",33.18,-102.28,33.18,-102.28
"Thunderstorm Wind","September",33.1511,-102.28,33.1511,-102.28
"Thunderstorm Wind","September",33.73,-101.7256,33.73,-101.7256
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.3149,-94.9224,32.3149,-94.9224
"Thunderstorm Wind","September",32.76,-96.84,32.76,-96.84
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",32.31,-99.51,32.31,-99.51
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",35.23,-101.67,35.23,-101.67
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.3089,-95.181,32.3089,-95.181
"Thunderstorm Wind","September",32.1178,-95.284,32.1178,-95.284
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",35.25,-101.66,35.25,-101.66
"Hail","September",35.23,-101.67,35.23,-101.67
"Hail","September",36.17,-100.24,36.17,-100.24
"Flash Flood","September",29.0467,-103.2176,29.5758,-104.2684
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.2302,-95.2384,32.2302,-95.2384
"Thunderstorm Wind","September",36.22,-100.41,36.22,-100.41
"Thunderstorm Wind","September",35.15,-101.73,35.15,-101.73
"Hail","September",36.16,-100.27,36.16,-100.27
"Flash Flood","September",30.15,-102.4167,30.1501,-102.4141
"Flash Flood","September",29.3167,-103.3568,29.3226,-103.2101
"Thunderstorm Wind","September",31.07,-104.07,31.07,-104.07
"Thunderstorm Wind","September",31.28,-103.07,31.28,-103.07
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",32.62,-96.94,32.62,-96.94
"Hail","September",32.93,-97.32,32.93,-97.32
"Hail","September",32.96,-96.54,32.96,-96.54
"Hail","September",32.66,-97.78,32.66,-97.78
"Hail","September",32.53,-97.85,32.53,-97.85
"Hail","September",32.89,-97.36,32.89,-97.36
"Flash Flood","September",32.0149,-102.1418,32.0361,-102.1497
"Flash Flood","September",31.933,-102.4025,31.9347,-102.403
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",32.89,-97.35,32.89,-97.35
"Hail","September",32.88,-97.36,32.88,-97.36
"Hail","September",32.89,-97.36,32.89,-97.36
"Thunderstorm Wind","September",32.28,-97.19,32.28,-97.19
"Thunderstorm Wind","September",33.02,-96.73,33.02,-96.73
"Thunderstorm Wind","September",32.99,-96.68,32.99,-96.68
"Thunderstorm Wind","September",32.75,-97.33,32.75,-97.33
"Thunderstorm Wind","September",32.95,-96.74,32.95,-96.74
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.4929,-97.054,32.4929,-97.054
"Thunderstorm Wind","September",32.51,-97.85,32.51,-97.85
"Thunderstorm Wind","September",32.82,-97.36,32.82,-97.36
"Thunderstorm Wind","September",33.17,-97.9,33.17,-97.9
"Thunderstorm Wind","September",32.68,-96.87,32.68,-96.87
"Thunderstorm Wind","September",32.85,-96.5,32.85,-96.5
"Thunderstorm Wind","September",32.83,-97.06,32.83,-97.06
"Thunderstorm Wind","September",32.89,-96.74,32.89,-96.74
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",32.83,-96.76,32.83,-96.76
"Thunderstorm Wind","September",32.74,-96.82,32.74,-96.82
"Hail","September",33.17,-97.9,33.17,-97.9
"High Wind","November",NA,NA,NA,NA
"High Wind","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Hail","September",33.37,-94.07,33.37,-94.07
"Hail","September",33.34,-94.15,33.34,-94.15
"Thunderstorm Wind","September",30.54,-94.94,30.54,-94.94
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","September",33.51,-94.62,33.51,-94.62
"Thunderstorm Wind","September",32.93,-97.32,32.93,-97.32
"Hail","September",32.84,-96.77,32.84,-96.77
"Thunderstorm Wind","September",33.16,-95.95,33.16,-95.95
"Thunderstorm Wind","September",32.83,-97.25,32.83,-97.25
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","November",NA,NA,NA,NA
"Drought","September",NA,NA,NA,NA
"Thunderstorm Wind","October",32.1086,-96.3208,32.1086,-96.3208
"Thunderstorm Wind","October",31.03,-97.65,31.03,-97.65
"Thunderstorm Wind","October",33.15,-97.65,33.15,-97.65
"Thunderstorm Wind","October",30.9356,-97.8249,30.9356,-97.8249
"Thunderstorm Wind","October",31.15,-97.52,31.15,-97.52
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"High Wind","December",NA,NA,NA,NA
"Thunderstorm Wind","October",31.5294,-96.5391,31.5294,-96.5391
"Thunderstorm Wind","October",33.4112,-98.0147,33.4112,-98.0147
"Thunderstorm Wind","October",31.1,-97.36,31.1,-97.36
"Thunderstorm Wind","October",32.1105,-96.5568,32.1105,-96.5568
"Thunderstorm Wind","October",32.19,-96.05,32.19,-96.05
"Thunderstorm Wind","October",30.53,-96.69,30.53,-96.69
"Thunderstorm Wind","October",30.76,-96.22,30.76,-96.22
"Thunderstorm Wind","October",30.39,-95.62,30.39,-95.62
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Drought","October",NA,NA,NA,NA
"Hail","October",35.62,-100.21,35.62,-100.21
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"High Wind","October",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",29.89,-97.86,29.89,-97.86
"Thunderstorm Wind","July",29.74,-98.21,29.74,-98.21
"Thunderstorm Wind","July",29.97,-99.08,29.97,-99.08
"Thunderstorm Wind","July",30.09,-97.69,30.09,-97.69
"Thunderstorm Wind","July",29.98,-97.54,29.98,-97.54
"Thunderstorm Wind","July",30.86,-98.43,30.86,-98.43
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",36.2,-101.2,36.2,-101.2
"Thunderstorm Wind","June",36.19,-100.96,36.19,-100.96
"Thunderstorm Wind","June",36.1,-100.77,36.1,-100.77
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",30.26,-99.35,30.26,-99.35
"Thunderstorm Wind","July",30.09,-99.15,30.09,-99.15
"Thunderstorm Wind","July",30.24,-98.91,30.24,-98.91
"Drought","December",NA,NA,NA,NA
"Flash Flood","July",29.85,-93.952,29.8887,-94.0308
"Flash Flood","July",30.0305,-93.884,30.1088,-93.7963
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",35.87,-101.97,35.87,-101.97
"Thunderstorm Wind","June",35.15,-101.88,35.15,-101.88
"Thunderstorm Wind","June",36.03,-102.55,36.03,-102.55
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","July",31.64,-100.13,31.64,-100.13
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",36.36,-101.18,36.36,-101.18
"Thunderstorm Wind","June",36.22,-101.19,36.22,-101.19
"Thunderstorm Wind","June",35.85,-102.02,35.85,-102.02
"Thunderstorm Wind","June",35.84,-101.45,35.84,-101.45
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",31.23,-98.71,31.23,-98.71
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",30.04,-95.39,30.04,-95.39
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Heat","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",31.9402,-102.2121,31.9402,-102.2121
"Heat","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",36.22,-100.41,36.22,-100.41
"Thunderstorm Wind","June",35.83,-101.92,35.83,-101.92
"Thunderstorm Wind","June",35.88,-101.03,35.88,-101.03
"Thunderstorm Wind","June",35.65,-101.62,35.65,-101.62
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","July",31.0666,-104.7732,31.0666,-104.7732
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Flash Flood","July",31.8768,-106.4318,31.8597,-106.4402
"Drought","December",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",35.42,-101.93,35.42,-101.93
"Thunderstorm Wind","June",35.84,-101.45,35.84,-101.45
"Thunderstorm Wind","June",35.71,-100.46,35.71,-100.46
"Thunderstorm Wind","June",35.34,-101.81,35.34,-101.81
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Hail","June",33.55,-96.59,33.55,-96.59
"Heat","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",35.33,-101.39,35.33,-101.39
"Thunderstorm Wind","June",35.62,-101,35.62,-101
"Thunderstorm Wind","June",35.22,-101.72,35.22,-101.72
"Thunderstorm Wind","June",35.3,-101.54,35.3,-101.54
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Flash Flood","December",29.4241,-98.3622,29.482,-98.213
"Hail","December",29.48,-98.02,29.48,-98.02
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",34.98,-101.5,34.98,-101.5
"Thunderstorm Wind","June",35.23,-100.9,35.23,-100.9
"Thunderstorm Wind","June",35.03,-101.19,35.03,-101.19
"Thunderstorm Wind","June",34.82,-101.12,34.82,-101.12
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",34.79,-100.15,34.79,-100.15
"Hail","June",35.68,-102.33,35.68,-102.33
"Hail","June",35.21,-101.19,35.21,-101.19
"Thunderstorm Wind","June",36.43,-101.55,36.43,-101.55
"Thunderstorm Wind","June",35.48,-100.95,35.48,-100.95
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Drought","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",36.02,-102.55,36.02,-102.55
"Thunderstorm Wind","June",35.83,-101.92,35.83,-101.92
"Thunderstorm Wind","June",35.85,-101.45,35.85,-101.45
"Thunderstorm Wind","June",35.7,-101.4,35.7,-101.4
"Thunderstorm Wind","June",35.7,-101.4,35.7,-101.4
"Thunderstorm Wind","June",35.24,-102.35,35.24,-102.35
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","December",32.7933,-95.6325,32.7933,-95.6325
"Thunderstorm Wind","June",36.36,-102.13,36.36,-102.13
"Thunderstorm Wind","June",35.54,-100.93,35.54,-100.93
"Thunderstorm Wind","June",35.7,-101.4,35.7,-101.4
"Thunderstorm Wind","June",35.24,-100.57,35.24,-100.57
"Thunderstorm Wind","June",34.99,-102.08,34.99,-102.08
"Thunderstorm Wind","June",34.79,-100.15,34.79,-100.15
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Thunderstorm Wind","June",33.02,-96.55,33.02,-96.55
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Hail","June",36.12,-102.44,36.12,-102.44
"Hail","June",35.87,-102.16,35.87,-102.16
"Hail","June",35.76,-102.06,35.76,-102.06
"Thunderstorm Wind","June",36.14,-101.76,36.14,-101.76
"Thunderstorm Wind","June",36.41,-103.02,36.41,-103.02
"Thunderstorm Wind","June",35.84,-101.93,35.84,-101.93
"Thunderstorm Wind","June",35.71,-101.4,35.71,-101.4
"Thunderstorm Wind","June",34.85,-102.42,34.85,-102.42
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Excessive Heat","June",NA,NA,NA,NA
"Thunderstorm Wind","June",35.69,-101.4,35.69,-101.4
"Thunderstorm Wind","June",36.02,-102.55,36.02,-102.55
"Hail","June",35.05,-100.89,35.05,-100.89
"Thunderstorm Wind","June",35.05,-100.89,35.05,-100.89
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Flash Flood","June",32.8092,-97.1967,32.8098,-97.2136
"Flash Flood","June",32.7124,-97.2774,32.581,-97.2927
"Drought","July",NA,NA,NA,NA
"Drought","July",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Drought","December",NA,NA,NA,NA
"Thunderstorm Wind","June",32.76,-99.09,32.76,-99.09
"Thunderstorm Wind","June",32.94,-96.9,32.9301,-96.8579
"Drought","July",NA,NA,NA,NA
